subs_id;V2;V4;V5;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;Gender
ef6a801314d453fcb5b341e7bbdb2bc4ae9a4fa9bcb56486182b9f5c40d6a587;01.03.2015;11957;15;19.5446;19.20828;29.57861;30.30505;1.641715;1.278198;2095.782;2075.078;21.94749;388.1517;0;0.1524501;153.5402;130.6595;21.44034;0;11.95834;0;0;NA;0.2186104;0.1689917;0.6465947;0.7651822;Male
5ef1370333c0aca1dc6db524b6a22de9e62d3aaf84d9fbbbd804012e901d090d;01.03.2015;11957;15;10.01939;5.24839;10.96721;0.9979959;0;0;36.16169;20.51838;01.04.2011;0.003333333;0;0;140.5559;134.11;6.348078;0.7089455;9.103638;1.239369;0.9505642;0;0.3206965;2.397266;0.9519166;0;Female
640ecf02f711b48ec9753c62efeb75c7ff63fbebf1d65e53506c82ceae248c70;01.09.2015;40640;15;29.13119;13.10233;15.53392;0.7849297;0;0;355.6073;354.5228;1.040688;0.01;0.0395559;0.6052957;226.8256;224.0189;2.384113;0.4931652;1.614428;0;0.3823841;0.4900245;1.038876;10.14412;0.36;0;Male
12be19af34e482f059f5579212ef2f1e626bf0727da4700b26aefe46cb133e53;01.09.2015;40640;15;41.70142;53.30975;29.01683;5.663247;3.043629;2.894868;630.5415;616.0809;15.14645;7.984806;0.7091761;0.9758967;871.7391;829.1045;42.54683;0.2912951;33.39871;0;0;0.01607943;0.9232522;0.1766667;0.23;0;Male
53265bc67b3c3de186438e9b534981d5a67735fb8cebecfba2492009795128ca;01.05.2015;40640;15;27.57912;32.86647;14.37831;27.47035;7.481196;20.39313;380.5566;372.6405;2.073963;596.5546;0;0.9430768;680.4694;680.2472;0.1433333;0;NA;2.202725;0.1426952;0;1.042739;0.37;0.01666667;0;Male
9dbd691faa005f4067bf63e862e90b79407af76e1b445f21b0f0234642e549b3;01.03.2015;15499;15;31.46778;13.43594;20.52413;0.8474936;0.3910784;0.3333333;149.3564;146.7938;0.876062;0.4427283;0;0.9063914;224.8151;200.2049;22.93709;0;NA;0;0.2240188;0;0.2100136;0.1003239;0.1333333;0.05514219;Male
cc33b250b8c72a1fa20a8f73d8e6c465b756c1f338078211ad25689d34144e91;01.02.2015;15499;15;9.85222;16.4697;8.116752;0.8360436;0.5052302;0;30.97572;29.5404;1.528428;0;0.5585573;0;131.7717;124.5343;6.539615;0.7993365;3.918563;3.843786;0;0;0;0.7717913;0.06666667;2.829739;Male
90f838320e2d4bf24f5b0bbf95f3fc6bef00ca0f7bbe13be08f85e922ccf3267;01.03.2015;15499;15;10.89843;9.343763;14.2154;0;0;0;195.623;191.2092;4.891021;0;0.6710456;0;462.626;458.3843;4.201488;0;0.8419195;0;0;0.2877905;0;1.697168;0.03333333;0;Female
824a6a6ae4e1aa49a75e51c68562066fbb7ae1cf157635b808335cbacd501b0d;01.03.2015;3530;15;17.76775;5.986977;21.98055;0.007979018;1.243724;0.9665323;308.4744;306.7005;0.4609696;0.5081021;0;0;184.3238;184.4491;0.07666667;0.1836107;0.2634072;0.4524354;0.5317458;0.55238;0.8750561;0;0;0;Female
b5b314e7fbc14c03471f29b2ca15d37d66424bcf1f5cba7ce0d937e24ac25361;01.08.2015;3530;15;80.00034;79.34602;30.08658;0.6284144;0.7077509;0;803.1365;801.4463;0.8525918;0;0.09333333;0;283.1325;250.588;7.001474;9.300901;4.156167;2.469216;0.3591406;0;0;0.03791167;0.05;0.9628141;Female
56130b02c03df28860315dea68713312ae123265d4060834bc70588428a4c76a;01.06.2015;3195;15;0;0;0.8986902;0.915732;0.1749411;0.9214039;0.04825856;0;0.3701375;0.5599575;0;0.5277122;166.6629;166.7984;0.8860025;0;0;0;0.8054851;0.2938813;0.0101458;0.305125;0;0;Female
77f15848b1f9cd5900f092ddb3341838bfa97fde2026775fd2c8aa8b698e9070;01.06.2015;3195;15;77.74282;75.05789;26.31291;0;4.576947;21.7915;246.918;227.709;19.63671;0.9138834;0;0.6735822;220.384;220.8122;0.3033333;0.09176537;0.6654277;0.9924681;0.9381949;0.3502487;0.6842907;0.9932364;1.416854;0.9595502;Male
bcc5cc716c7e1a1eb6b83d6443a4f59b50eb5d3b259096dc75ba3ce8835bc028;01.06.2015;3195;15;0;0;1.185246;0.2728467;0;0;1.238;0.6968842;0;0.9167082;0.5219418;0;166.7136;133.0233;32.54269;0.7692403;29.06493;0.9614127;0;0;0.4121839;0.6713677;1.33869;0.1052814;Male
ce2374dd312a2268e577f364411c457a48fa5b0315ae6fb2de7f9e6f0490d6e1;01.03.2015;3195;15;72.63221;76.46296;30.93637;0;3.151948;3.173265;2022.933;2005.901;14.39934;0;0.7506963;0;492.9279;465.56;29.34844;0;17.35837;8.099742;0;0.3185058;0;37.73403;1.018285;0.7045178;Female
97387f4a29a9ff03de36993d3bd61df6cb811b8ca6eda54d0fb6ec0456ce4ab9;01.03.2015;9225;15;8.266959;4.039204;27.95378;NA;2.79824;21.96929;429.642;428.2453;0.08333333;0.6840272;0.7743304;0.1988647;1778.384;1779.318;0.1266667;0.4348517;1.267254;0;0.173973;0.2980381;0.4148563;NA;0;0.3356029;Male
77e72f50c3959024738b77f59184af973591750faba5eb8d74844b444933d856;01.06.2015;9225;15;26.13995;19.15292;30.82791;NA;0;0.985973;1364.807;1359.554;4.496377;0.5966164;0.3284567;0.927739;277.7319;278.3858;0;0.1121102;0.4219449;0.5685118;0.1393061;0;0.1197918;0.9789767;1.118123;0.6461386;Female
48c827c67b854730fa8e2f12113d518bbbff8ec716c63031f4f821171dd19813;01.09.2015;9225;15;27.54926;6.497896;31.56803;0;2.845874;1.833839;1136.245;1111.495;4.473502;0;0.1676461;0.8334149;519.1852;515.0031;1.774833;0.9221456;1.030828;2.009748;0.9750324;0.681282;0;9.122113;0.7063315;0.1298242;Male
c0d7ebd64ee2421e70e644803147ef04350c196783021d61238e81965ceabcf3;01.06.2015;9225;15;34.97214;35.06578;29.47703;30.72415;3.417782;8.123958;1077.659;1048.649;28.23098;1862.919;0;0;369.9968;366.2323;2.672051;0;1.605899;3.066695;0;0.159821;0.2202291;16.11299;0.03613626;0.7533395;Female
6a709826d89429f0bec581c59433e150ca8a9d238307e7523389ce0f26e0fba3;01.09.2015;1852;15;29.0352;27.65568;25.50931;0.3333333;0.1979027;0.9063901;203.9848;194.7895;8.003619;0;0.9645519;0.1635023;205.475;183.7072;20.58447;0.1106182;14.2901;0.5886221;0.2944467;0;0.09912267;12.79724;0.09666667;0.7517762;Female
dc78807c61bf0226259af0d228a3e408a815acc36b0e26e60df8bb6b238b9d55;01.03.2015;1852;15;4.871497;0.07262432;6.771845;0;0;0.4016549;14.7474;14.43368;0.1893531;0;0.3206427;0;16.02143;14.45501;0.3108906;0.9032221;0.7770883;0.5450251;0.1347152;0;0.4020383;0.1159452;0.4852083;0;Female
8f25b2467affba1e7bb350fbb80363cbe2e38d40679148c447456f8fbfc5ff49;01.04.2015;2410;15;0.2182285;0.2020614;0.2926429;0.7227257;0;0;0.5909394;1.417249;0;0;0.04546762;0.1294728;13.02774;12.54543;0.4040207;0;0.5946254;0.1729734;0;NA;0.6018645;0;0.9293331;0;Male
1fcdfcdd049e98ac9ab722c1f691e7aea39c61b44a06f6cdfd7ca6acdf10b813;01.03.2015;1769;15;55.45168;59.16637;29.946;21.00342;4.609278;31.73713;468.2615;456.0984;11.63368;511.2373;0;0.3779386;677.5482;660.2124;14.06458;0.3333333;3.162035;1.527375;0;0;21.58091;6.229439;0.1166667;3.365708;Female
88015149fa536091bfe8ec26e1f34c5d68a09d89154ed89d3ff8e54d9af50a12;01.09.2015;4145;15;7.377508;0;0.9868912;0;0;0.2538855;0.4555633;1.532139;0;0.5737253;0.8716062;0;94.99977;90.22642;3.044282;0;5.681414;0.6666667;0.5188137;0;0.4987461;6.76106;1.006316;0;Female
7607dac08d21c4648f1c946dcf96bb170d4d7515b4ab5a96eb050035ea157e35;01.09.2015;4145;15;48.12779;55.67902;25.44169;0;0.9606792;0;90.02777;78.51294;11.74865;0.9005484;0.6466778;0.6144052;279.2268;258.7144;13.43328;1.618079;6.402585;1.941439;0.07691743;0;0.746966;12.80211;0.1366667;0.9457975;Male
79908af491133a57827a4798fa9fc7d5e162481b602178deec3749fe79fb2d39;01.09.2015;2533;15;28.66588;27.38413;13.11688;0;0.3333333;1.387997;40.06886;36.63293;1.529159;0;0.3398894;0.4903277;50.63585;47.0333;1.576184;1.293447;1.749519;0.7153932;0;0.2819922;0;0.6801847;4.619239;0.4230871;Female
d8692013601664f19ec9ecc3df5e1a33d65b8890a9793a9264682dd25d816326;01.09.2015;3782;15;41.75165;36.07236;29.75614;28.85027;3.798782;8.26081;289.9853;279.1863;11.95005;1032.372;0.356892;0;669.8491;660.47;9.045909;0;6.194375;1.006668;0.8775309;0.8174707;1.078853;15.49821;0.4227493;0;Female
3993a7ffe85b90faa6766cc47daacc455d3072287d95fb3d821469a6975684d0;01.10.2015;3782;15;67.68123;66.74259;29.83628;0;0.3850395;1.45093;386.5872;370.8719;18.1692;0;0;0;201.0997;180.857;21.82134;0;20.43688;0.4698233;0;0.6948511;0.02240218;NA;0.09986247;0.589811;Male
f27604ee8321afb4d94b22f1411bf136ec2029d1f2d13923a7fab95814fd7135;01.06.2015;3782;15;38.63115;79.4417;21.64072;20.47818;0.1395574;1.42535;731.8849;715.3061;16.72;951.6741;0.9586417;0.9388364;416.6503;417.8004;0;0;0;14.17023;0;0.43688;1.068997;0.4225033;0.2396407;0.1263838;Male
241720a78a18bc0da88b986e12eaada91a3785fd39e843e9410d3c5e67a7332e;01.05.2015;3782;15;158.877;119.767;28.84768;1.105344;0.8719425;1.506346;651.1705;605.051;41.96443;0.006666667;2.972345;0.7779093;869.8518;738.612;65.68501;29.71891;70.0327;0.7604573;76.84703;0.8071308;1.416156;33.40009;6.120928;0.1717387;Male
eed673398afb2a6a257fbfea79e0e2fb3a3ea0e579a9e054ba406c7d3a132f96;01.03.2015;6037;15;86.77922;85.93327;29.72819;0.7981495;0.3333333;0.3333333;785.5243;680.9853;7.143904;0.02333333;97.72142;0.3107918;253.0131;243.0668;8.358919;1.991529;6.695088;0;41.614;0.5017125;1.22709;0.8796276;0.01666667;0;Female
bf5176f0afa502eb9139a05d9f9c3b823cb6ecdae19c98702168b0e0defa17bf;01.03.2015;6037;15;23.31937;23.57669;24.45617;0.2276085;0;0.1611218;60.75457;59.82235;1.059582;0.1413661;0.9219632;0;81.87225;80.48251;3.82676;0;3.840466;1.681014;0;0.9727988;0;0;0.7702998;0.4584219;Male
e56b1aee07a9edf3ab8937096605367080622b09b14fce0a946c04c2d15b1bfc;01.07.2015;6037;15;20.88122;12.94137;21.09091;0;0;0.3500353;177.9065;178.1043;0.187497;0.3703919;0.282395;0.2970435;186.6285;185.6817;0.06;0;0.8865896;0;0.2650692;0;0.8627392;0.4724402;0.7304592;0;Female
1a211b20e16b680f81cd8bec22d45a041ed4b3201ce4a7162bbe82b9b1ff19c0;01.06.2015;50086;15;31.47316919;29.08221262;0;0;2.001824809;5.314234672;0;0.088865038;0.953572158;0;0;0.246307253;0.534184922;0;0;0.36139096;0.842937545;0;0.089578873;0;0;0;0.206557436;0.32;Male
f2ea87ecc3158d17d9105b297eaff1ff320bced3f2457f3bfa88a2724e9cc7c7;01.02.2015;50086;15;12.0370363;4.023048198;28.6402758;1.179302302;1.221726009;0.878488487;462.8534959;451.3319837;12.74326847;0.447149131;0.250138505;0;208.8790032;181.1745241;26.94094165;0.852561004;24.15687351;0;0;0.573737386;0.466666667;NA;0.388359977;0.306770956;Male
980a83e3a7d780b6c948be9463abdabbf9439d4be536b5b3d5389b30acc3d35a;01.03.2015;50086;15;106.5312237;105.9232763;23.48297167;NA;1.821758613;2.91758935;145.0216546;139.6686585;5.680430045;44.43835728;0.390812666;0;210.5356705;204.8490011;4.879205917;0.001335855;7.732556636;3.590794606;0.428884562;0;39.44191349;13.5293471;1.73620471;5.661535566;Female
ca86276e774142550091c0dabeef386eec49a977eae30f260bf6b8d15a67ba82;01.03.2015;50086;15;133.103;135.9941;30.40034;1.399853;8.874053;28.3905;581.8421;479.428;90.15043;0.1233333;0.9428753;0;754.567;695.3249;59.30911;0.3863684;42.46332;13.64874;0.9981305;0.8002824;0.9832712;NA;4.485713;0;Female
97fe28350c521ecca78f7d4069f770da4ba77174d4793501643a390b97615952;01.09.2015;50086;15;64.58953;64.66532;29.91631;30.04428;23.71512;107.5515;688.4066;677.0124;10.76466;868.6125;0.006388546;0;817.3046;812.6492;4.598426;0.3706585;11.85545;0.5582571;0;0;6.191752;5.114524;2.546061;0;Female
98aadf3bf75cb349f6547f3f62b786900cdc540a2056fefe690ca70c8c170486;01.05.2015;50086;15;165.3432;174.1066;30.21513;0;3.961832;11.49791;1850.941;1783.545;65.24271;0;0.5227173;0.6578527;379.5582;304.9706;74.98777;0;82.00427;2.682255;0;0;0.0000311;42.51459;2.123677;0.9157179;Male
b6d29b465b7ca572bbce4eb898c3e5c820b9b602d63311af715260fa52aff934;01.01.2015;50086;15;58.5463;56.12495;26.74715;25.41791;12.83081;114.2518;655.1194;645.6992;8.220839;143.8502;0;0.4334501;524.5109;494.1555;22.24243;0.2034286;17.22711;5.936439;0;0.679537;0.5066667;35.19166;2.717906;0.5457062;Female
a89bcce3f5e6c6f36407ffacade0a193a986133340e3982b3048901110cbfd72;01.02.2015;50086;15;23.2971;18.84384;24.93641;NA;0;0.3880285;179.4575;166.9849;1.660596;5.962453;0;0;96.09698;92.68262;3.960657;0;4.280597;0;0.2860671;0;1.51624;2.99501;0.1666667;0.9105505;Male
0f3adf172ea71736074a31b325b3dee8fbc7ce53f86f5245f490eb2739247c7f;01.06.2015;50086;15;12.27368;26.05035;28.89115;0.5214035;0.1755666;0;358.4306;358.2959;0.001525159;0.01;0;0;272.7377;269.1702;2.129705;0;2.13918;0;0;0;0.9619728;2.156041;0.56;0;Female
d2e286c20886369dd8c8b92487264cda845ae87df6d6de6286674f7f67ebb2fa;01.09.2015;50086;15;74.06172;69.92918;29.33781;0;0;0;602.7711;599.0932;3.85043;0.5708018;0.2632133;0;243.4365;240.267;3.910444;0.7355597;4.480964;4.931047;0;0;0.1182448;4.727888;0.0000321;0.009954276;Female
116df4a6bbf0bbee1990d80edb0a91ec14f002983527bbfa38d91f90ae3e9384;01.03.2015;50086;15;27.82165;14.93013;29.0524;0.6930602;0.6418005;1.195586;1241.242;1241.622;0.9905889;0;0.1148904;0.2126525;730.5445;725.9528;5.878519;0.8733398;3.740451;01.08.1946;0;0.1000474;0;0.04198135;1.119498;0;Female
3268786cc0581445448f389aadd1e4521a162437a0ef6da8be42fbd6f2abdd1c;01.03.2015;50086;15;27.68655;0.9820357;15.61641;0;0.1137403;0.05325361;24.0277;15.26583;6.560836;0;0;0;361.4311;331.4147;29.69707;0.6947454;29.05434;0.4850267;0;0;0.01435175;0;1.104354;0;Male
b8ad739c80fc92631bae61d9741f97b3170e6c700bc6685ea4b846103a5ada9b;01.02.2015;50086;15;93.18739;97.59145;31.04281;0.6801413;1.867177;3.530811;584.5614;528.1655;57.35944;0;0.2782737;0.2305983;360.4387;339.5046;19.5132;0.6619549;18.43691;4.241857;0.5632412;0;0;0.3768147;1.081655;0;Female
ff8b1a683b3a7589ee6c19c35a9c9d9a8e8c35a0e211e38380de631e63a5b396;01.07.2015;50086;15;0.1714716;0.2443773;7.083723;0;0.6666667;0;4.337499;5.131707;0.07961846;0.4695477;0;0;250.1992;249.4704;0.3666667;0;0.3776007;0;0.5412546;0;0.6537838;0.004566977;0.2502563;0.1240621;Female
d236dccaad1ae32b99644758b95b627e71976a37af26d6fed1e7cf6985916159;01.03.2015;50086;15;0.3756817;0.1854533;9.985275;0.6762406;0;0;14.89648;14.42922;0;0.003333333;0;0.3560007;75.43491;59.10682;15.39421;0;13.82352;0;0.3349015;0.2244216;0.6265557;NA;0.1766388;0;Female
3310773adc0701919b5ae093f5babd123be21509835b03897ca635dc632d359b;01.07.2015;50086;15;41.63577;47.87865;18.66499;0.4874439;1.326637;0.6666667;40.79987;36.62624;3.59149;0;0.4812089;0.6646161;45.40291;28.05502;16.53207;0;9.575139;0.1195247;0;0.8003777;2.054297;0.09959433;0.5469086;0.5192354;Male
e18ce608f05ffa7ab435e64def62128cd633bd1c9336a091eae10b365d86827a;01.10.2015;50086;15;42.31733;27.30047;15.46023;9.0546;0.3008166;1.18231;16.88661;14.08207;4.450653;193.8096;0.4738762;0.05362933;4.475489;5.972144;0.3498161;0;0.1433069;0;0;0.002770943;28.12431;NA;0.9129951;0;Female
84adbf8cabeafc2118fb179ecb7d20fc5dcd34973314da139509c053e9ce8b93;01.06.2015;50086;15;16.64403;17.14771;29.94637;0.1674785;1.225344;0.6421368;983.1809;967.4078;14.61432;0.3166667;0.84995;0;556.1861;538.7831;17.2348;0.3269925;5.65201;2.182653;0;0;1.973825;6.761808;0.7996252;0;Female
712a6ae41598f18c0d4d8e4444dc676b84902975626db046dcc19efab903d4aa;01.05.2015;50086;15;32.90749;29.27819;29.39577;11.63057;10.17889;23.64897;1630.857;1622.289;1.564215;61.2757;0;0.1072843;761.6797;754.05;5.824431;0.09229693;8.345766;4.521881;0;0.6043147;7.748223;0.1766667;0.9152264;0;Female
0d9d0498ad8a6cb13b718f2f012260af8f0996e5b27b21781bcb24339546187b;01.07.2015;50086;15;1.759541;0.01333333;24.66083;0;0.6460208;0;434.5005;411.4973;19.97242;0.7572535;0.4923178;0.01475862;479.441;458.9649;21.3177;0.5662108;4.010655;0;0;0.8484162;0.05205374;0.8771147;0.3366667;0;Female
f61dab37d8b64480a9ab51c921f33f1ec6fb4482804f55c0186bedfb561fa108;01.09.2015;50086;15;0;0;22.0074;0;0.2875481;0;94.53204;91.46633;2.356886;0;0.5073249;0.821031;149.8342;142.7865;6.489054;0.3954436;7.04172;0.5736409;0;0;0.6199318;0;1.926375;0.9208927;Male
43e2d6968fc75f742b7c88befdaebdeef25323b76200c56d29a3bb56ff274ffe;01.03.2015;50086;15;16.78395;0.619466;23.15652;NA;0;0.1113846;168.384;164.9507;0.8712189;0;0.7779312;0;150.7025;143.4513;5.166287;0.1046343;NA;0;0;0;0;0;0.03333333;0;Male
